"item_code","deskripsi","qty_on_hand","min_stock","max_stock","is_critical","lokasi_rak"
"P-51782-00","SRV66 MAINTENANCE KIT 1"" 1.0-5.0 BAR; 6404999UA; ; ;","0","0","0","Tidak","-"
"T-12225-00","SSD 1TB WD Blue SA510 1,5 Inch; SATA; ;","0","0","0","Tidak","-"
"T-12105-00","SSD SP 256GB 2.5 Inch SATA","0","0","0","Tidak","-"
"T-12097-00","SSD VGEN 128GB 2.5"" SATA; ; ;","0","0","0","Tidak","-"
"P-51921-00","SSR RSO4890 Carlo Gavazzi","0","0","0","Tidak","-"
"O-19780-00","Stand Print Head Video Jet Uk. 1248 x 1165 mm Material SUS 304; Custom; ;","0","0","0","Tidak","-"
"T-80458-00","Stapler MAX HD - 50/50R","0","0","0","Tidak","-"
"O-15704-00","STATIC GASKET (DOOR GASKET) FOR MAIN CHAMBER ; KLENZAIDS","0","0","0","Tidak","-"
"O-15484-00","Static Gasket (Door gasket) for main chamber; ; ;","0","0","0","Tidak","-"
"P-17348-00","Steam Trap Ball Float DN40 Flange PN16 ARI","0","0","0","Tidak","-"
"P-51269-00","Stecker 3 phase 16A 5 PIN (male&female) type surface mounting","0","0","0","Tidak","-"
"P-13395-00","Steel Tool Box LRTBS7 Uk. 42 x 17.5 x 14 cm; KRISBOW: PN: 10224948; pack size per pcs","0","0","0","Tidak","-"
"O-54014-00","STEKER 1 PHASE, BROCO","20","2","6","Tidak","B-4"
"O-15706-00","STERILE FILTER FOR AIR; FA ;","0","0","0","Tidak","-"
"O-15705-00","STERILE FILTER(SARTOFLUOR 0.2 UM, CARTRIDGE 5UM)","0","0","0","Tidak","-"
"O-15708-00","STERILIZING CHAMBER HEATERS ; NO. 15 RIBBED HEATERS RCU - 1200W - 230VAC - 50/60HZ - MATERIAL: AISI 304; DIMENSION 75X20 MM;","0","0","0","Tidak","-"
"O-15669-00","STERILIZING CHAMBER HEATERS ;NO. 03 RIBBED HEATERS RCU - 1000W - 230VAC -50/60HZ MATERIAL AISI316/304, MECHANICAL DIMENSION:; LENGTH: 397 MM -CENTER DISTANCE: 50 MM HEATING BODY DIAMETER: 10 MM RIBBED DIAMETER: 22 MM;","5","2","4","Tidak","B-1"
"Q-10552-00","Stiker Kaca Sandblast","0","0","0","Tidak","-"
"Q-10683-00","Stiker Vinil A3","0","0","0","Tidak","-"
"P-13758-00","STILL RX 50-10C - Oil Rem","1","0","0","Tidak","L3"
"P-13759-00","STILL RX 50-10C - Wheel Brake Cyl","0","0","0","Tidak","-"
"Q-60406-00","Stone Coat Pernis pelapis batu alam; Golden Horse; Type Black Gloss ; 1 kg/can","1","0","0","Tidak","-"
"P-50740-00","Stop Kontak 3lubang 220 volt, 6A UTICON","0","0","0","Tidak","-"
"P-54199-00","Stop Kontak AC Kaki 3 Broco; Broco; ;","0","0","0","Tidak","-"
"P-54190-00","Stop Kontak IP55 16A; Legrand; ;","2","1","5","Tidak","B4"
"O-54015-00","STOP KONTAK LUBANG 4, BROCO","0","2","5","Tidak","-"
"P-50594-00","Stop Kontak-socket  / 1 Hole / 10-16A / 250V / Clipsal","24","0","0","Tidak","B-4"
"O-15715-00","STOPPERS VIBRATING BOWL BASE ; VIBRATING BASE D=290 220V-50HZ","0","0","0","Tidak","-"
"O-15716-00","STOPPERS VIBRATING CHUTE BASE ; LINEAR FEEDER 220V-50HZ SERIAL NO. 09375","0","0","0","Tidak","-"
"O-15717-00","STOPPERS VIBRATING HOPPER BASE ; VIBRATING HOPPER 18/20 LIT BASE","0","0","0","Tidak","-"
"P-14953-00","Straight Reducer KQ2H04-06A; ; ;","6","3","6","Tidak","-"
"P-14954-00","Straight Reducer KQ2H06-08A; ; ;","6","3","6","Tidak","-"
"P-14955-00","Straight Union KQ2H04-00A; ; ;","6","3","6","Tidak","M3"
"P-14957-00","Straight Union KQ2H08-00A","10","3","6","Tidak","M3"
"P-16974-00","Strainer KITZ 1 1/2"" BRASS; ; ;","0","0","0","Tidak","-"
"P-16975-00","Strainer KITZ 1 1/4"" BRASS; ; ;","0","0","0","Tidak","-"
"O-20292-00","Strainer Machine - Strainer Crabs CR4 Capping 18X20 mm Custom/Lokal","0","0","0","Tidak","-"
"O-15902-00","Suction Cup capping size 6R; P/N : 011010; ; ;","107","6","32","Tidak","A-1-4A"
"Q-70085-00","Super Wire Stripper; Kennedy; KEN5147970K; pack size per pcs","0","0","0","Tidak","-"
"P-51855-00","Switch Accessory SA-SB1 Autonics","1","0","0","Tidak","E-2-1C"
"P-54174-00","Switch Hub SF95D-16 Cisco","0","0","0","Tidak","-"
"P-51896-00","Switch Lamp Hijau 220 VAC","0","0","0","Tidak","-"
"P-52001-00","Switch Lamp Merah 220 VAC; ; ;","0","1","3","Tidak","-"
"T-20715-00","SYRINGE, 250 ML. WISP. WATERS; WATERS; PN: WAT073109; PCS","0","0","0","Tidak","-"
"O-21611-00","Tabletting S250W - Cover Punch Hidrolik OD.30xID.20x54mm, Mat. Silicon Biru; Custom/Lokal; -; 1 Pc","0","0","0","Tidak","-"
"Q-10825-00","Tali Karet Ban;No Brand;;pack size per pcs","0","0","0","Tidak","-"
"Q-10633-00","Tali Tambang","0","0","0","Tidak","-"
"Q-70160-00","Tali Webbing 4mm; Lokal; ; 50 meter/rol","0","0","0","Tidak","-"
"Q-70239-00","Tang Buaya Bengkok 10 Inch (Curved Jaw); Tekiro; PL-LG0770; pc","0","0","0","Tidak","-"
"Q-70201-00","Tang Kombinasi / Linesman Pliers Uk 7 inch; Tekiro; PL-LM0758; pc","0","0","0","Tidak","-"
"Q-70039-00","Tang Lancip Uk. 6 inch (Long Plier Nose);Tekiro;CN: PL-LN0760;pack size per pcs","0","0","0","Tidak","-"
"Q-70178-00","Tang Potong Uk. 5 Inch; SATA; CN: 05522; pc","0","0","0","Tidak","-"
"Q-70040-00","Tang Potong ukuran 6 inch, Merk : Tekiro; ; ;","0","0","0","Tidak","-"
"Q-70240-00","Tang Riveter Nut / Hand Rivet Nut Tool Set; ; ; 1 set (1 unit Nut Riveter + 110 pcs Nutsert (M3?M12))","0","0","0","Tidak","-"
"O-19687-00","Tapper Bush Uk. 1108x16 mm; Lokal; ;","0","0","0","Tidak","-"
"P-17659-00","Tarikan Laci Bulat SS","0","0","0","Tidak","-"
"P-13495-00","Tee Conection Thread SS304 3/4 inch; ; ;","0","0","0","Tidak","-"
"P-17497-00","Tee Drat 1 inch + Vlog Ring Brass 1 x 3/4inch","0","0","0","Tidak","-"
"P-14764-00","Tee PVC 4"" Rucika","0","0","0","Tidak","-"
"P-17399-00","Tee PVC AW 1 inch x 1/2 inch","0","0","0","Tidak","-"
"P-17862-00","Tee PVC AW dia 1 1/4inch x 1 1/2inch","0","0","0","Tidak","-"
"P-17681-00","Tee PVC AW dia 2 inch x 1 inch","0","0","0","Tidak","-"
"P-12883-00","Tee PVC AW General - Tee PVC AW dia 1/2inch X 1/2inch; Rucika; -; 1 pcs","10","5","10","Tidak","-"
"P-15766-00","Tee PVC dia. 1 1/2""","10","5","10","Tidak","-"
"P-14434-00","Tee Sanitary Expanding (long) SS 316 L Dia 1"" - Sodime; ; ;","0","0","0","Tidak","-"
"P-18274-00","Tee SS 304 Sch 10 welded dia 4 inch","0","0","0","Tidak","-"
"P-12888-00","Tee SS 304 screw dia 1/2inch","0","0","0","Tidak","-"
"P-13251-00","Tee SS 304 welded dia 1/2inch","0","0","0","Tidak","-"
"P-13649-00","Tee SS 304 welded dia 3/4 inch","0","0","0","Tidak","-"
"P-12889-00","Tee SS 316L 1inch x 1inch","0","0","0","Tidak","-"
"P-52964-00","Temperatur Control Continuous Sealer FRB-700; MC; TEQD-2301B;","0","0","0","Tidak","-"
"O-15919-00","Temperature control Module PUM-A, MODEL PUMATCC1-0BY71; ; ;","0","0","0","Tidak","-"
"P-51780-00","Temperature Controller type E5CN; Merk Omron; ;","0","0","0","Tidak","-"
"P-51779-00","Temperature Loop Controller; Type : 16C-3; Output : Relay; Mfg : Dwyer; ; ;","0","0","0","Tidak","-"
"O-15720-00","TEMPERATURE PROBE ; JUMO; MODEL PT100 SINGLE ELEMENT, 3 WIRES, DIAMETER 3MM, LENGTH 250MM; PART NO :25597","0","1","2","Tidak","-"
"O-15722-00","TEMPERATURE PROBE ;JUMO ; PT100 SINGLE ELEMENT, 3 WIRES, DIAMETER 3MM,; LENGTH 250MM; RANGE -200/600?C; MATERIAL: AISI321 (1.4541); PRECISION CLASS A (IEC751-2008); SILICONE CABLE LENGTH 10M","0","1","2","Tidak","-"
"O-51747-00","TEMPERATURE PROBE ;PRODUCT ; TE2/TE2R ;","0","1","2","Tidak","-"
"O-15719-00","TEMPERATURE PROBE JUMO ; MODEL PT100 SINGLE ELEMENT, 6 WIRES, DIAMETER 3MM, LENGTH 100MM; PART NO :25596","0","1","2","Tidak","-"
"O-51703-00","TEMPERATURE PROBE JUMO PT100 DOUBLE ELEMENTS, 6 WIRES, DIAMETER 3MM; LENGTH 350MM; RANGE -50/600?C; PRECISION CLASS A (IEC751-2008); PART NO :25595; SILICONE CABLE LENGTH 10M; SHEET NO. 393-04 (TE31) 393-03 (TE32)","0","1","2","Tidak","-"
"O-51822-00","Temperature probe model PT100 double element; double elements, 6 wires,diameter 3mm, length 350mm. M; ; ;","1","0","0","Tidak","C2"
"O-51817-00","Temperature probe model PT100; double elements, 6 wires,diameter 3mm, length 100mm.Total silicone ca; ; ;","2","0","0","Tidak","C-2-8A"
"O-15905-00","Temperature probe model PT100; single element, 3 wires diameter 3mm, length 250mm, Total silicone ca; ; ;","1","1","1","Tidak","C2"
"O-15723-00","TEMPERATURE PROBE PT100 DOUBLE ELEMENTS, 6 WIRES, DIAMETER 3MM,
 LENGTH 100MM; RANGE -50/600?C;MATERIAL: AISI321 (1.4541); PRECISION CLASS A (IEC751-2008); SILICONE CABLE LENGTH 10M","0","1","2","Tidak","-"
"O-15721-00","TEMPERATURE PROBE(PT100, DIN 43760, 316 SS, 316 SS, TEFLON, AWG #26, CLASS:A)","0","0","0","Tidak","-"
"O-54016-00","TEMPERATURE SENSOR ; JUMO, 1XPT 100, TEMP 0-150C","0","0","0","Tidak","-"
"O-52278-00","Temperature Sensor PT100, 4 wire, class AA, Simplex, c/w 10m silicon cable RAC241-S-10-PN Radix; ; ;","0","0","0","Tidak","-"
"P-15865-00","TEMPERATURE SENSOR,JUMO, 1XPT 100, TEMP 0-150C","0","0","0","Tidak","-"
"P-52079-00","Temperature Tranducer For Flow Meter Ultrasonic SHM","0","0","0","Tidak","-"
"P-51295-00","Terminal blok kuningan 4 pin 600V25A","0","0","0","Tidak","-"
"P-51296-00","Terminal blok kuningan 6 pin 600 v 25A","0","0","0","Tidak","-"
"P-51704-00","Terminal Krustin 6 Terminal; ; ;","10","2","4","Tidak","-"
"P-16970-00","Terminal viking uk. 2,5 mm; ; ;","0","0","0","Tidak","-"
"P-13367-00","TGK330 Temperature Sensor; Regin Control; ;","1","0","0","Tidak","F-1"
"P-12898-00","Thermaflex lembaran uk. 1.5x1mtr tebal 1inch","2","0","0","Tidak","Sparepart"
"T-12311-00","Thermal Paste for Processor/CPU; ; ;","0","0","0","Tidak","-"
"O-54128-00","Thermocouple 4 Channel 4 HTI HT-9815; Lokal; ;","0","0","0","Tidak","-"
"O-53022-00","Thermocouple Type K Model Ring Dia 5mm Panjang 1 Meter0621043003","0","0","0","Tidak","-"
"P-52214-00","Thermocouple Type PT100 dia. 6x1200mm","0","0","0","Tidak","-"
"P-17560-00","Thermodynamic Steam Trap 1/2 inch connection : Screwed BSP","0","0","0","Tidak","-"
"P-52422-00","Thermostat 0 - 100 derajat C","0","0","0","Tidak","-"
"O-52263-00","Thermostate Analog 30-110C 220VAC","0","0","0","Tidak","-"
"Q-10042-00","Thiner Epoxy @ 1 galon","0","0","0","Tidak","-"
"Q-10128-00","Thinner Super End/Impala @ 1 Liter","3","3","10","Tidak","Flammable"
"P-13502-00","Thread pipa SUS304 3/4 inch","0","0","0","Tidak","-"
"P-15866-00","THREAD SEALANT, LOCTITE 554","0","0","1","Tidak","-"
"P-15867-00","THREAD SEALANT, LOCTITE, 243 MEDIUM STRENGTH","0","0","1","Tidak","-"
"P-17051-00","Threading Pipe SS304 1/2""; ; ;","0","0","0","Tidak","-"
"P-13421-00","Tig Torch Medium Back Cap WP 9/20 Size : Long; ; ;","0","0","0","Tidak","-"
"P-13422-00","Tig Torch Medium Back Cap WP 9/20 Size : Medium","0","0","0","Tidak","-"
"P-13423-00","Tig Torch Short Back Cap WP9/20 Size : Short","0","0","0","Tidak","-"
"P-13426-00","Tig Welder Torch Collet Body Size : 1,6mm; ; ;","0","0","0","Tidak","-"
"P-13425-00","Tig Welder Torch Collet Body Size : 2,4mm; ; ;","0","0","0","Tidak","-"
"P-13428-00","Tig Welder Torch Collet Size : 1,6mm; ; ;","0","0","0","Tidak","-"
"P-13427-00","Tig Welder Torch Collet Size : 2,4mm; ; ;","0","0","0","Tidak","-"
"P-13420-00","Tig Welder Torch No.5 Ceramic 5/16 Bore Size : no.5; ; ;","0","0","0","Tidak","-"
"Q-10493-00","Tile Grout AM 53","0","0","0","Tidak","-"
"Q-10284-00","Tile Grout AM 54; ; ;","0","0","0","Tidak","-"
"P-51302-00","Timah Solder dia 1 mm","1","0","0","Tidak","N3"
"P-51740-00","Timer + Socket Omron 43BA-A8 220 VAC; ; ;","0","0","0","Tidak","-"
"O-16187-00","Timing Belt Lbr. 55mm Pjg Keliling 420mm; ; ;","0","0","0","Tidak","-"
"P-17387-00","Timming Belt 300L 025 Optibelt","0","0","0","Tidak","-"
"T-80708-00","Tinta HP 955 Black; HP; N9H85A;","0","0","0","Tidak","-"
"T-80709-00","Tinta HP 955 Cyan; HP; H9H73A;","0","0","0","Tidak","-"
"T-80710-00","Tinta HP 955 Magenta; HP; N9H77A;","0","0","0","Tidak","-"
"T-80711-00","Tinta HP 955 Yellow; HP; N9H81A;","0","0","0","Tidak","-"
"P-51739-00","TOR Schneider LRD05 0,63 - 1,0 A; ; ;","1","1","1","Tidak","H-3-4"
"Q-10134-00","TOTO - Jet Shower spray TX 403S","4","1","10","Tidak","L3"
"Q-10136-00","TOTO - Kran T23BQ13N","0","1","2","Tidak","-"
"Q-10130-00","TOTO - Kran Wastafel Faucet TX 126 LE","0","0","0","Tidak","-"
"Q-10549-00","TOTO - Piston Flush Valve Closet Type T150NL / TV150NSJ","0","0","0","Tidak","-"
"O-52387-00","Transmitters For Temperature Pt100 4W -20 s/d +160 degC (4 - 20mA) 70IPLPFED1 IPAQ-L PLUS","0","0","0","Tidak","-"
"O-51816-00","Trasmitter for temperature probe HC2-xxx-EX; 64938; ; ;","0","0","0","Tidak","-"
"P-51310-00","Travo 3A 220V-24V","0","0","0","Tidak","-"
"P-51311-00","Travo 5A Out : 12,18,24,32 VAC","0","0","0","Tidak","-"
"P-11356-00","Trolly - Roda ABUS 4inch (100 x 27mm), Without Brake; No Brand; -; 1 pc","3","1","3","Tidak","-"
"T-25092-00","TSF Battery without Activator for TrackSense Frigo35900061","0","0","0","Tidak","-"
"P-19236-00","Tubing Nylon 12mm x 9mm @100 m/Roll; SHPI Taiwan; ;","1","0","0","Tidak","J4"
"O-12736-00","Tubing Polyurethane TU0425 Clear; ; ;","0","0","0","Tidak","-"
"O-12732-00","Tubing Polyurethane TU1208 Clear; SMC; Part No. X3; roll","0","0","0","Tidak","-"
"P-13419-00","Tungsten tig weld Size : 2,4mm; ; ;","0","0","0","Tidak","-"
"O-53480-00","Tunnel ST1L - Amplifier PNP for Optical Fiber 12-24 VDC; Omron; E3XNA41; ; ; 1 Pc","1","1","2","Tidak","-"
"O-18348-00","Tunnel ST1L - Connections AISI 304 - 1/8 Inch for Tunnel Inflatable Gasket Substitution Dia. Tube 6; ; ;","2","1","1","Tidak","B-1-1B"
"O-53510-00","Tunnel ST1L - Finned Heater U Form Dia 11x520mm 230V-1200W; Custom/Lokal; -; 1 Pc","1","2","13","Tidak","-"
"O-52224-00","Tunnel ST1L - Fuse Keramik 22x58 40A 200kA; ; ;","6","3","6","Tidak","B-3-5"
"O-52225-00","Tunnel ST1L - Fuse Keramik 25A","1","0","0","Tidak","B-3-4B"
"O-53195-00","Tunnel ST1L - Heater for Tight Door 500W-230V Stainless H 60mm L 455mm T 5mm Cable L 2m; Steriline; 6763; 1 pc","1","1","3","Tidak","B-2"
"O-53196-00","Tunnel ST1L - Heating Element 75W-230Vac D 10mm L 120mm Gkass Fiber Cable 400C 2.5m; Steriline; 4462; 1 pc","1","1","1","Tidak","B-2-6"
"O-53476-00","Tunnel ST1L - High Precision Optical Fiber; Omron; E32T61S5M; ; ; 1 Pc","1","1","1","Tidak","-"
"O-18346-00","Tunnel ST1L - Junction (15x15mm L=23,5mm) CA system Tight Door; ; ;","3","1","1","Tidak","B-1-1A"
"O-53477-00","Tunnel ST1L - Lens For Optic Fibers; Omron; E39F1; ; ; 1 Pc","1","1","1","Tidak","-"
"O-18445-00","Tunnel ST1L - Oufeed Guide POM White","0","0","0","Tidak","-"
"O-52241-00","Tunnel ST1L - Potensio 10K; ; ;","1","0","0","Tidak","B3"
"O-16943-00","Tunnel ST1L - Potentiometer Model 10K 3turns P/n: 3757; ; ;","7","2","5","Tidak","B3"
"O-53334-00","Tunnel ST1L - RIBBED HEATERS RCU 1200W 230VAC 50/60HZ; Steriline; 4561; 1 Pc","0","2","5","Tidak","-"
"O-18347-00","Tunnel ST1L - Silicone Inflatable Gasket AIRMATIC AIR 1055 MVQ Centre length:1312 mm; ; ;","2","1","1","Tidak","B-1"
"O-21374-00","Tunnel ST1L - Socket Star Aktuator 14x11; -; -;","2","0","0","Tidak","-"
"Q-10487-00","Tutup Wastafel TOTO; ; ;","0","0","0","Tidak","-"
"P-51903-00","UHI Band Heater dia.100x250 mm 220V-1000W","0","0","0","Tidak","-"
"O-54036-00","UHI catridge heater dia.12x100mm, 220V-300W; ; ;","0","0","0","Tidak","-"
"P-51760-00","UHI FINNED HEATER W FORM; DIA. 11X260X140MM; Power : 1,5KW - 240V; ; ;","0","0","0","Tidak","-"
"O-51912-00","UHI RTD PT100 OHM Dia. 4,5X135mm, Duplex 2x4 wire, SS316L,PT100 Class A; ; ;","0","0","0","Tidak","-"
"T-20449-00","Universal Ultra Inert Liner, low pressure drop, glass wool; Agilent; Part No. 5190-3165; 5 pcs per pack","0","0","0","Tidak","-"
"O-19145-00","UPS Riello - Type Sentinel Pro SEP2200 Capacity : 2.2 KVA; ; ;","0","0","0","Tidak","-"
"O-52561-00","UPS Type I Plug IPG800, Capacity 800 VA; Riello; ;","0","0","0","Tidak","-"
"P-52080-00","USB Adapter Wifi Wireless TP LINK WN725N","0","0","0","Tidak","-"
"P-52710-00","USB Extension Cable Waterproof IP6; ; ;","1","0","0","Tidak","E2"
"T-12301-00","USB HUB 4 Port 3.0.2.0 High Speed Power Adapter OTG - CHM 2.0 0,5m; Vention; ;","0","0","0","Tidak","-"
"P-51313-00","UTICON - Stop kontak 4 lubang 16-25 V","0","2","5","Tidak","-"
"O-54018-00","UV DEVICE ; REMOVAL OF OZONE; HANOVIA UV; Pharma Line SD55; ID : S203-001","0","0","0","Tidak","-"
"T-25577-00","UV LAMP FOR M500 TOC Analyzer; Sievers; TOC M500; 1 pc","0","0","0","Tidak","-"
"P-54181-00","UV lamp for TOC Sievers M500; TOC Sievers; ; pack size per pc","0","0","0","Tidak","-"
"O-52497-00","UV Lamp SUEZ P/N: CARK 35010-01","0","0","0","Tidak","-"
"P-53181-00","UV Sensor Hanovia UV System; HANOVIA; p/n 270264040;","0","0","0","Tidak","-"
"P-14906-00","UV Sensor Housing Hanovia UV System; HANOVIA; p/n 270264043;","0","0","0","Tidak","-"
"P-12930-00","V-trap PVC uk. 2inch","0","0","0","Tidak","-"
"P-13760-00","V-trap PVC uk. 4 inch","1","0","0","Tidak","L2"
"O-15725-00","VACUUM CLAMP DAN BLIND 3/4 + GASKET","0","0","0","Tidak","-"
"O-15726-00","VACUUM KIT SEAL; part number KK000315","0","0","0","Tidak","-"
"O-15727-00","VACUUM LEVEL SWITCH ; Vuototecnica ;
 DIGITAL VACUUM LEVEL SWITCH Code: 120511/P","0","1","2","Tidak","-"
"P-54186-00","Vacuum Pump 1HP 220V 12CFM; Value; ;","0","0","0","Tidak","-"
"P-52865-00","Vacuum Pump 2 Stage 8,9 Cfm (252 liter/menit), 220V; Tasco; Type : TA150XL;","0","0","0","Tidak","-"
"P-52903-00","Vacuum Pump LiquidRing 1,1kW 1,5HP; ROTOR; CDF 120-0;","0","0","0","Tidak","-"
"O-15728-00","VACUUM PUMP WATER LINE FILTER; F4 ;","0","0","0","Tidak","-"
"O-15710-00","VACUUM VALVE; MAC; 55B-24-PE-611-JB","0","0","0","Tidak","-"
"P-52160-00","Valve Actuator 1000N Stroke 20mm Siemens Type : SKD60","0","0","0","Tidak","-"
"O-14022-00","Valve Base SV-3-M5 Festo FESTO P/N : -  pc","1","0","0","Tidak","-"
"P-10266-00","Valve Bellows sealed globe valve BSA 1/BSA 1T PN 16 size 80mm","1","0","0","Tidak","H1"
"P-18027-00","Valve Lockout Tagout Kit : With Loto Tag Cable Hasp Ball,Gate Valve; ; ;","0","0","0","Tidak","-"
"P-13773-00","Valve PN16 DN25 for Actuator SQS65 Siemens; ; ;","0","0","0","Tidak","-"
"O-15729-00","VALVES AND CYLINDERS ACTUATORS ; SMC ; COMPACT BATTERY WITH NO. 9 VALVES N.C. 24VDC","0","0","0","Tidak","-"
"P-18278-00","Van Belt SPZ 1500 LW Mitshuboshi","0","0","0","Tidak","-"
"O-15730-00","VENT FILTER CARTRIDGE ; MILLIPORE ;
 OPTISEAL CATRIDGE FILTER : LAGR04TP6 ;0.2 ?m","0","0","0","Tidak","-"
"P-16971-00","Vent Filter Feed Water Tank; KA1V002PV1; KP 1 Emflon II Capsule 0.2 m; KLEENPAK; ; ;","0","0","0","Tidak","-"
"O-19039-00","Vent Filter Feed Water Tank; KA1V002PV3; KP 1 Emflon II Capsule 0.2 m; KLEENPAK; PALL; ;","3","0","0","Tidak","E-3"
"P-16972-00","Vent Filter HE Press 6.5 bar, temp. 40C ; Brand : NOVASIP ( PALL ) ; P/N : C3PFRPI , IT09556493 ; Pack Size : pcs","2","2","3","Tidak","F-1"
"P-15871-00","VENT FILTER, KLEENPAK, 0.2 ?M,","0","0","0","Tidak","-"
"P-15869-00","VENT FILTER, PALL, NOVASIP C3 PFRP1 FILTER CAPSULE","0","0","0","Tidak","-"
"P-15868-00","VENT FILTER, TEFTEC 0,2-5 P7S","0","0","0","Tidak","-"
"P-15870-00","VENT FILTER, TEFTEC, TEFTEC 0,2-10 P7S","0","0","0","Tidak","-"
"O-52882-00","Video Jet - Sensor C2DM-11N; ; ;","1","0","0","Tidak","A-3-7C"
"O-21155-00","Videojet - Gutter Pump; Videojet; 399-171; 1 Pc","1","0","0","Tidak","R-3-15"
"T-22394-00","Vision Sensor Monitor USB Memory Stick (1GB); Keyence; OP-87502; pieces","0","0","0","Tidak","-"
"P-19237-00","Vlok Ring SS 304 1"" x 3/8 ""; ; ;","0","0","0","Tidak","-"
"O-19784-00","Wadah Vial 6 R Uk. 48x 115x 285 Material Akrilik; Custom; ;","0","0","0","Tidak","-"
"O-51309-00","WAGO 750-333 I/O SYSTEM PROFIBUS DP/FMS-12 MBAUD-DPV1-COUPL","1","1","1","Tidak","B-4"
"O-51770-00","WAGO 750-602 SUPPLY MODULE STD PACK; ; ;","1","0","0","Tidak","A3"
"O-52240-00","WAGO 750-623 Supply Modul Input 5-15 V","1","1","2","Tidak","B-3-6D"
"O-51874-00","Wall Mount Probe With 140 mm Probe Length, Model : HC2-SM-EX; ; ;","0","0","1","Tidak","-"
"Q-10863-00","Wallmount Indorack WR5004S 4U 500MM Singel Door Rack Server","0","0","0","Tidak","-"
"P-14910-00","Washable Filter (G4), Type C 15 - 500, Average arrestance 97%, Rec. Final resistance 250 Pa, Size 2 x 20 m; IAF; ;","0","0","0","Tidak","-"
"P-14907-00","Washable Filter (G4), Type C 15 - 500, c/w Aluminium Frame, Average arrestance 97%, Rec. Final resistance 250 Pa, Size 20x 20x 2 ; IAF; ;","0","0","0","Tidak","-"
"P-13552-00","Washable filter G4 c/w Galvanized frame Avegare arrestance : 94% Rec. Final Resistance : 250 Pa.; ; Size : 49 x 59 x 4 cm;","0","0","0","Tidak","-"
"O-21443-00","Washing RAR4 - Ball Valve SS304 Ferrule End Size 1 Inch; -; -; 1 Pc","1","0","0","Tidak","S-2-7"
"O-21455-00","Washing RAR4 - Ball Valve SS304 Ferrule End Size 3/4 Inch; -; -; 1 Pc","2","0","0","Tidak","S-2-7"
"O-53133-00","Washing RAR4 - Cable; Steriline; EC RD1A M12F8; 1 Pc","0","0","0","Tidak","-"
"O-21151-00","Washing RAR4 - Compact Cylinder ADN-20-25-I-P-A; Festo; 536246; 1 Pc","1","0","0","Tidak","-"
"O-21435-00","Washing RAR4 - Drain Tunnel Washing Ukuran 100x1885mm, Mat. SUS304; Custom/Lokal; -; 1 Pc","1","0","0","Tidak","-"
"O-20093-00","Washing RAR4 - Dudukan Selang WFI Washing 20x45x35; Custom/Lokal; ; 1 Pc","0","0","0","Tidak","-"
"O-19340-00","Washing RAR4 - Guide Rell Outfeed, Machining Plate Material Pom Putih; ; ;","1","1","1","Tidak","-"
"O-19373-00","Washing RAR4 - Guide Vial Turn Table, OD.161mm x tebal 12mm, Material Nylon; ; ;","1","1","1","Tidak","-"
"O-53134-00","Washing RAR4 - IF92 Programing box with USB connection; Steriline; ; 1 Pc","0","0","0","Tidak","-"
"O-20857-00","Washing RAR4 - Needle CA, OD 15 x 168 mm, Mat. SS316; Custom/Lokal; -; 1 Pc","2","1","3","Tidak","-"
"O-19372-00","Washing RAR4 - Needle PW, OD.15mmx123mm, Material SS 319; ; ;","0","1","1","Tidak","-"
"O-17832-00","Washing RAR4 - Outfeed Teflon Left; ; ;","1","0","0","Tidak","-"
"O-17833-00","Washing RAR4 - Outfeed Teflon Right; ; ;","1","0","0","Tidak","-"
"O-19342-00","Washing RAR4 - Pendorong Pusher Outfeed, Machining Plate Material Pom Putih; ; ;","1","1","1","Tidak","-"
"O-17068-00","Washing RAR4 - Pincers Jaws 4 Positions 10R Vial Neck d=15.5 HARRISA CIPTARINDO ENGINEERING, CV. P/N : -  pc","19","10","20","Tidak","A-1-3D"
"O-17069-00","Washing RAR4 - Pincers Jaws for Vial 20mL & 25mL HARRISA CIPTARINDO ENGINEERING, CV. P/N : -  pc","20","10","20","Tidak","-"
"O-17070-00","Washing RAR4 - Pincers Jaws for Vial 50mL","12","10","20","Tidak","A2"
"O-17071-00","Washing RAR4 - Pincers Jaws for Vial 6mL HARRISA CIPTARINDO ENGINEERING, CV. P/N : -  pc","20","10","20","Tidak","A-1-8B"
"O-20094-00","Washing RAR4 - Plate Washing Spraying 166x20mm,; Custom/Lokal; ; 1 Pc","1","0","0","Tidak","-"
